country,subnational1,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023,tc_loss_ha_2024,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e,gfw_forest_carbon_gross_emissions_2023__Mg_CO2e,gfw_forest_carbon_gross_emissions_2024__Mg_CO2e
Indonesia,Lampung,20,3348719,1852504,1812024,165767,10374,9375,4994,10563,9358,14087,15632,16218,23230,14137,16821,30493,5221,11576,14503,16697,12105,10710,13684,9771,7894,7254,22487,13513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Lampung,25,3348719,1825690,1766953,165767,10357,9362,4986,10544,9340,14068,15612,16195,23190,14117,16791,30429,5196,11500,14376,16534,11987,10576,13490,9664,7788,7170,22175,13314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Lampung,30,3348719,1783131,1728342,165767,10335,9346,4981,10520,9319,14046,15584,16173,23141,14090,16755,30337,5150,11365,14132,16242,11761,10337,13177,9472,7605,7023,21635,12943,5670528,5294687,2998867,5711808,4855209,7593744,8008809,9014570,11909937,7268716,8765231,16286859,2868658,6464907,8232115,9822903,7176394,6022118,7359432,4932831,4736570,4211817,13073360,8411703
Indonesia,Lampung,50,3348719,1612454,1502398,165767,10096,9109,4892,10226,8994,13644,15169,15780,22351,13696,16201,29236,4893,10597,12909,14966,10763,9289,11776,8604,6779,6405,19424,11419,5613577,5226712,2975117,5627092,4760205,7471830,7881805,8892888,11656813,7141095,8580029,15894408,2779141,6171716,7712219,9289583,6758242,5569773,6764154,4553036,4415831,3962237,12171845,7775716
Indonesia,Lampung,75,3348719,1240834,1083447,165767,9171,8098,4453,8882,7495,11632,13036,13839,18733,11694,13894,24497,4022,8256,9544,11356,8176,6762,8408,6266,4849,4715,13531,7670,5334587,4866177,2817135,5164505,4210922,6734152,7106454,8174162,10298590,6395752,7711022,13943426,2395313,5115548,6066729,7419293,5465290,4315433,5189487,3462012,3555018,3177669,9486317,6033793
Indonesia,Maluku,0,4634756,4634756,4634756,19012,4566,14649,4320,7391,5623,12451,4467,2945,13469,4413,9475,11559,5197,17853,51242,28650,7748,12041,20296,6165,4069,5510,19763,6040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Maluku,10,4634756,4208948,4206901,19012,4552,14621,4314,7379,5613,12435,4461,2939,13444,4403,9405,11410,4765,15682,49387,27856,7409,11342,17625,5767,3791,5133,15132,5350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Maluku,15,4634756,4186066,4178359,19012,4548,14613,4312,7375,5611,12430,4458,2937,13440,4401,9399,11397,4732,15512,49259,27789,7385,11288,17468,5733,3768,5109,14819,5296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Maluku,20,4634756,4174202,4170820,19012,4544,14606,4310,7372,5609,12425,4458,2936,13433,4399,9391,11390,4710,15405,49150,27734,7370,11254,17353,5710,3754,5092,14638,5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Maluku,25,4634756,4163300,4155704,19012,4541,14602,4309,7368,5608,12421,4457,2936,13429,4398,9385,11383,4695,15343,49090,27696,7358,11231,17291,5694,3745,5082,14512,5242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Maluku,30,4634756,4147416,4140188,19012,4540,14596,4307,7367,5605,12417,4456,2934,13425,4397,9380,11375,4668,15224,48979,27623,7333,11187,17179,5660,3727,5059,14304,5198,3102087,10272420,2987945,5165836,3962250,8876804,3131701,2001727,9538812,3293506,6986313,8416377,3359208,10167410,30025936,17247408,5231878,7896209,12066806,3871305,2647823,3614175,9332047,3611267
Indonesia,Maluku,50,4634756,4072180,4045125,19012,4512,14524,4289,7334,5585,12369,4441,2920,13353,4383,9306,11298,4528,14524,48284,27113,7217,10953,16494,5477,3648,4947,13139,4965,3094284,10250105,2981949,5154957,3954726,8861376,3126339,1996614,9513487,3288345,6960065,8388274,3309070,9920601,29780685,17048428,5185033,7804355,11805008,3798705,2615720,3568095,8872784,3516056
Indonesia,Maluku,75,4634756,3878963,3854034,19012,4330,13960,4167,7090,5427,12026,4329,2819,12848,4276,8911,10877,4064,12029,44913,24985,6752,10043,14421,4894,3375,4563,10234,4300,3017124,10013189,2928685,5049603,3884134,8715356,3080009,1953745,9288027,3240329,6787371,8194451,3102854,8798115,28256164,16055837,4955819,7359350,10806191,3516822,2482087,3376839,7457911,3182982
Indonesia,Maluku Utara,0,3150849,3150849,3150849,7723,7368,23439,10046,12055,6423,16127,5357,4960,13488,6073,5754,9039,6894,18294,46078,27165,10713,12603,14548,7579,6167,6482,12400,7449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Maluku Utara,10,3150849,3086545,3075791,7723,7359,23414,10040,12047,6419,16118,5354,4957,13480,6070,5749,9017,6804,18043,45580,26933,10616,12428,14258,7456,6068,6385,12012,7340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Maluku Utara,15,3150849,3081834,3068546,7723,7358,23410,10040,12046,6419,16116,5353,4957,13479,6070,5748,9015,6797,18025,45549,26915,10608,12415,14233,7446,6061,6379,11977,7330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Maluku Utara,20,3150849,3078992,3066698,7723,7356,23408,10039,12045,6418,16115,5353,4956,13477,6069,5747,9012,6790,18011,45507,26896,10601,12400,14206,7437,6054,6371,11949,7322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Maluku Utara,25,3150849,3076830,3063015,7723,7355,23405,10039,12044,6418,16113,5353,4956,13477,6069,5747,9012,6786,17999,45491,26884,10598,12392,14193,7433,6049,6367,11930,7317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Maluku Utara,30,3150849,3073260,3058394,7723,7354,23402,10039,12043,6418,16112,5353,4956,13474,6067,5746,9010,6781,17979,45451,26859,10589,12375,14166,7423,6041,6358,11895,7303,5328270,16856591,6295815,9026573,4839832,12155350,4015715,3739948,10187823,4719712,4375824,6856331,5370606,14161059,32210077,16672860,8189078,9463775,10846791,5722695,4726723,4975151,9333767,5735495
Indonesia,Maluku Utara,50,3150849,3053842,3025634,7723,7339,23364,10029,12029,6412,16098,5350,4949,13462,6065,5734,8989,6738,17856,45212,26723,10536,12271,13994,7359,5995,6307,11703,7241,5323851,16845432,6293199,9022997,4838225,12150440,4014663,3737723,10183923,4718357,4371809,6848647,5354346,14111659,32123590,16626403,8166940,9421762,10774331,5695365,4706992,4953178,9249105,5707813
Indonesia,Maluku Utara,75,3150849,2980357,2948858,7723,7231,22964,9876,11912,6356,15941,5309,4903,13316,6024,5678,8878,6525,17268,43664,26017,10235,11809,13287,7073,5764,6075,11041,6952,5279970,16674334,6236553,8970665,4811872,12078896,3997100,3717376,10117859,4699153,4347093,6796204,5247665,13810957,31359001,16308131,8005933,9180318,10387206,5543324,4575261,4820242,8869713,5543767
Indonesia,Nusa Tenggara Barat,0,1967050,1967050,1967050,11369,2935,2710,1738,4627,2053,2528,2013,2781,1975,1153,2445,3428,2250,9779,5423,5140,8107,11449,11808,8603,6145,7102,14085,8116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Nusa Tenggara Barat,10,1967050,1202001,1251802,11369,2896,2690,1729,4582,2042,2502,2004,2758,1963,1149,2370,3153,1607,7431,4552,4150,6411,8502,9031,6801,4966,5807,10413,6367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Nusa Tenggara Barat,15,1967050,1181956,1212105,11369,2892,2687,1726,4575,2041,2498,2001,2751,1960,1149,2356,3141,1584,7336,4511,4108,6344,8381,8915,6728,4908,5748,10264,6297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Nusa Tenggara Barat,20,1967050,1168940,1203200,11369,2888,2679,1723,4563,2038,2492,1998,2743,1956,1148,2341,3132,1569,7264,4480,4082,6291,8303,8841,6683,4884,5706,10160,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Nusa Tenggara Barat,25,1967050,1153052,1184538,11369,2885,2677,1721,4559,2037,2490,1995,2740,1954,1146,2335,3126,1557,7226,4463,4065,6256,8248,8793,6656,4865,5674,10072,6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Nusa Tenggara Barat,30,1967050,1134688,1168565,11369,2882,2675,1719,4554,2035,2486,1993,2735,1952,1146,2327,3118,1540,7148,4435,4028,6195,8144,8705,6598,4816,5616,9928,6153,1778858,1611040,977513,2760908,1226044,1439702,1169479,1510575,1098667,707131,1275580,1889978,807484,3754861,2368835,2181863,3398339,4504920,4815213,3713738,2851398,3339140,5833652,3756477
Indonesia,Nusa Tenggara Barat,50,1967050,1065482,1087442,11369,2838,2642,1698,4491,2008,2433,1960,2681,1922,1135,2242,3069,1423,6699,4256,3822,5831,7620,8190,6255,4592,5274,9225,5840,1764942,1600014,970426,2738969,1217604,1421773,1158426,1493017,1088057,703663,1246891,1873192,765523,3591583,2302684,2107334,3265475,4309927,4622930,3585890,2767069,3210650,5552895,3632038
Indonesia,Nusa Tenggara Barat,75,1967050,928978,929877,11369,2616,2478,1535,4148,1879,2217,1809,2463,1779,1094,1901,2863,1141,5330,3637,3200,4740,5989,6739,5370,3816,4363,7265,4940,1676589,1533637,907100,2595395,1166963,1331523,1098058,1405088,1028192,685845,1107123,1781031,641712,2986936,2031535,1836721,2790268,3575663,3981939,3203158,2415835,2792550,4626969,3208648
Indonesia,Nusa Tenggara Timur,0,4644369,4644369,4644369,31755,4778,4669,3905,4787,5129,7079,5119,4525,5979,1813,8103,5449,3843,16734,12295,12472,16048,8672,13028,9713,13154,10085,14763,10649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Nusa Tenggara Timur,10,4644369,2633119,2488627,31755,4751,4638,3876,4733,5084,7027,5070,4483,5944,1794,7928,4763,2459,10713,8405,8406,11594,5793,8706,7136,10503,7709,10012,7273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Nusa Tenggara Timur,15,4644369,2567518,2351483,31755,4743,4629,3868,4722,5076,7016,5059,4474,5935,1789,7896,4741,2390,10432,8227,8220,11369,5662,8526,7015,10360,7574,9793,7129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Nusa Tenggara Timur,20,4644369,2513557,2317975,31755,4736,4618,3859,4705,5068,7004,5048,4466,5929,1787,7867,4721,2329,10124,8037,8037,11136,5550,8335,6898,10229,7451,9564,6977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Nusa Tenggara Timur,25,4644369,2406907,2244331,31755,4729,4613,3853,4692,5060,6994,5040,4457,5922,1782,7841,4681,2214,9654,7745,7705,10743,5370,8062,6703,10024,7237,9176,6725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Nusa Tenggara Timur,30,4644369,2298069,2190811,31755,4725,4608,3848,4686,5052,6987,5033,4451,5917,1779,7816,4649,2105,9175,7422,7367,10350,5184,7794,6516,9791,7000,8807,6484,2770322,2645752,2203796,2597500,2827115,3875489,2666704,2386126,3216577,1012675,4071094,2722862,989957,4282692,3495774,3418512,4900375,2500304,3871869,3298605,5171428,3646502,4394288,3364347
Indonesia,Nusa Tenggara Timur,50,4644369,1992016,1841980,31755,4644,4516,3769,4549,4940,6856,4906,4354,5815,1739,7504,4486,1720,7247,6116,6074,8640,4297,6506,5674,8804,6063,7230,5497,2743151,2615372,2178366,2552572,2790092,3831798,2624859,2353460,3182940,998234,3963011,2666712,862376,3625526,3053000,2993570,4317492,2187333,3398074,3005543,4829076,3324537,3835440,3020562
Indonesia,Nusa Tenggara Timur,75,4644369,1481038,1304477,31755,4294,4090,3435,3936,4389,6150,4263,3839,5242,1545,6185,4001,1151,4413,3740,3909,5473,2738,4093,4049,6618,4298,4532,3790,2602102,2445441,2043293,2304740,2576270,3548239,2368335,2144597,2958187,919307,3425220,2464954,634309,2457725,2071343,2131459,3005976,1529111,2351410,2318240,3906835,2583541,2693592,2309309
Indonesia,Papua,0,31378136,31378136,31378136,148114,12663,20616,11794,19270,14785,21417,21202,15631,23289,25780,23306,47046,39433,60408,84020,85441,52107,36196,35808,30898,27131,29775,25467,25247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Papua,10,31378136,30022888,30185463,148114,12622,20532,11752,19181,14743,21341,21161,15578,23188,25709,23191,46778,38314,59089,82521,83675,50217,35105,34827,30137,26524,28853,23378,22937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Papua,15,31378136,29866901,30010922,148114,12609,20513,11743,19161,14738,21326,21153,15571,23165,25697,23178,46750,38227,59000,82395,83506,50027,35026,34750,30081,26472,28790,23271,22852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Papua,20,31378136,29788796,29968180,148114,12602,20502,11738,19148,14734,21318,21146,15566,23152,25690,23168,46730,38153,58913,82271,83388,49908,34950,34689,30011,26418,28704,23134,22748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Papua,25,31378136,29692816,29858061,148114,12596,20491,11735,19139,14731,21311,21142,15561,23143,25686,23163,46713,38086,58845,82180,83289,49772,34885,34639,29965,26382,28653,23059,22687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Papua,30,31378136,29567782,29724325,148114,12589,20479,11731,19129,14728,21300,21135,15555,23129,25679,23157,46692,38013,58753,82032,83052,49615,34778,34560,29911,26341,28605,22967,22586,8838336,14173627,8692085,14242138,11140598,15574624,15901374,11448106,16297140,18772331,18447796,40097203,33956004,49317369,64923772,59820204,37129562,25181159,25142439,20495899,18116424,18952230,15850498,15394172
Indonesia,Papua,50,31378136,28806014,28911659,148114,12472,20257,11636,18953,14662,21143,21030,15459,22931,25568,23035,46483,37503,58077,80718,81190,48561,34057,34108,29515,26073,28286,22418,21871,8808511,14110250,8664625,14187176,11119346,15526632,15870843,11419334,16240622,18735801,18414244,40033919,33800056,49076252,64316551,59257032,36810154,24948030,24994370,20371671,18037705,18863461,15693453,15189016
Indonesia,Papua,75,31378136,27274227,27158018,148114,11771,18842,10988,17940,14151,20292,20353,14885,21730,24802,22410,45459,36101,55241,74636,75006,45359,31927,32166,27620,24755,26600,20268,19784,8567812,13553731,8419245,13759603,10899172,15194369,15609861,11203461,15805412,18423260,18199482,39636365,33233025,47878147,61319394,56692009,35502499,24135469,24257557,19707050,17616394,18425350,15043679,14472170
Indonesia,Papua Barat,0,9852259,9852259,9852259,20656,6094,14802,7265,12264,7099,11097,6656,7918,14462,11718,11570,13625,8036,18382,42940,27415,16135,20816,17053,16668,12403,14043,17111,12470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Papua Barat,10,9852259,9493697,9458946,20656,6087,14776,7254,12246,7091,11071,6653,7897,14443,11702,11557,13578,7939,18032,42584,27027,15956,20613,16687,16425,12244,13839,16731,12222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Papua Barat,15,9852259,9479114,9442574,20656,6083,14768,7252,12240,7090,11062,6651,7894,14438,11699,11554,13573,7929,17997,42554,26965,15939,20586,16650,16391,12233,13814,16676,12198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Papua Barat,20,9852259,9472515,9437872,20656,6081,14763,7250,12236,7087,11059,6650,7892,14435,11696,11552,13569,7922,17971,42523,26924,15923,20567,16622,16371,12224,13797,16643,12181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Papua Barat,25,9852259,9465584,9428251,20656,6081,14758,7249,12232,7086,11053,6648,7891,14433,11693,11552,13564,7917,17946,42502,26893,15913,20545,16599,16355,12219,13780,16615,12170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Papua Barat,30,9852259,9456462,9420124,20656,6078,14749,7247,12226,7085,11049,6648,7890,14431,11693,11549,13560,7906,17905,42462,26815,15891,20511,16558,16318,12209,13752,16565,12150,4604143,12655086,5868047,9453400,5415616,8219030,5276483,6250470,11101790,9352312,9930837,10671359,6564699,14574697,36295012,20168068,11928741,15793252,12760381,11678987,9212286,10889152,13069356,9595403
Indonesia,Papua Barat,50,9852259,9412141,9362224,20656,6057,14677,7225,12172,7064,10989,6635,7866,14387,11659,11521,13508,7840,17665,42190,26314,15724,20296,16292,16083,12120,13624,16296,12030,4598281,12627765,5862955,9438059,5409333,8197827,5272196,6242948,11087285,9342303,9922541,10653566,6541785,14485744,36163868,20000605,11870319,15717251,12661369,11584805,9178721,10842063,12945468,9549805
Indonesia,Papua Barat,75,9852259,9294380,9223871,20656,5909,14091,7074,11897,6930,10703,6540,7725,14133,11476,11380,13279,7618,16876,40725,24719,15151,19622,15547,15328,11809,13230,15609,11690,4542439,12331784,5802344,9331399,5353567,8074769,5231784,6185754,10984769,9264038,9868310,10561309,6451657,14119283,35248622,19274948,11618248,15416568,12312777,11214538,9036089,10654058,12606013,9382355
Indonesia,Riau,0,8988032,8988032,8988032,847460,158886,156495,57942,273415,359323,204523,224471,212579,251206,344959,260151,355533,169619,301936,100970,164664,142914,115312,117234,108056,108359,100378,136625,123441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Riau,10,8988032,8016622,7934355,847460,157379,155176,57462,271380,356257,202618,213210,205142,248465,342396,255952,348623,157858,285863,92289,149865,126866,103415,105036,96685,97780,88997,118489,103935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Riau,15,8988032,7964137,7834569,847460,157170,155025,57399,271159,356001,202471,212853,204922,248265,342255,255768,348126,157434,284988,91834,149007,125888,102711,104332,96041,97147,88339,117518,102948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Riau,20,8988032,7916913,7772938,847460,156883,154825,57314,270913,355733,202306,212392,204736,248105,342100,255501,347176,156907,283944,91381,148212,124993,102021,103701,95415,96521,87731,116511,101901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Riau,25,8988032,7891681,7694719,847460,156726,154699,57263,270766,355588,202220,212245,204663,248025,342028,255425,346945,156685,283498,91135,147788,124519,101692,103388,95132,96216,87431,116052,101430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Riau,30,8988032,7848784,7646462,847460,156510,154561,57204,270588,355413,202107,211991,204516,247897,341923,255307,346655,156345,282785,90762,147085,123675,101107,102819,94605,95679,86882,115270,100670,142502622,170548622,56395856,301611711,386280943,191763473,223212522,193468513,236941919,375946784,306665838,358450343,146387579,280256714,65962142,97650219,70157029,52176440,51260141,43544682,49466719,45532065,54330510,48500529
Indonesia,Riau,50,8988032,7604980,7195401,847460,154509,152972,56634,268544,353017,200782,209425,202761,246567,340587,254070,343241,153867,278114,88355,142558,118836,97682,99456,91609,92530,83929,110834,96353,141861331,169737103,56219507,300757853,385214855,191220764,222040096,192631685,236244894,375237760,306004294,356937178,145362517,278225074,65024106,95790182,68545014,51013231,50115603,42564246,48558959,44761288,53335108,47538345
Indonesia,Riau,75,8988032,6774471,6326934,847460,145952,144433,53613,257092,339193,192739,199123,194584,238987,332249,248842,333891,145569,260981,80407,126174,101639,84294,85972,79433,80095,72031,92902,80782,138336424,164445158,54943544,294754825,377959217,187449591,216679390,188391776,232134904,370664948,302947825,352163419,141902205,269752411,61665748,88431537,61719795,45924589,45530350,38277630,44381181,41324489,48856546,43235885
Indonesia,Sulawesi Barat,0,1657135,1657135,1657135,23849,16427,12130,6897,15766,9410,11518,4158,12567,11888,7211,13923,13651,8407,15039,15103,14564,13479,13818,14167,9090,10393,10825,16784,8920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Barat,10,1657135,1540052,1511829,23849,16412,12117,6890,15748,9400,11494,4155,12551,11869,7202,13877,13581,8149,14406,14289,13892,12782,13169,13298,8647,9972,10218,15097,8563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Barat,15,1657135,1531163,1498411,23849,16409,12114,6888,15746,9399,11490,4154,12548,11866,7201,13869,13574,8129,14353,14220,13834,12721,13117,13223,8612,9938,10165,14975,8532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Barat,20,1657135,1525588,1494036,23849,16404,12112,6887,15741,9397,11487,4152,12543,11863,7199,13863,13566,8107,14305,14159,13781,12665,13069,13160,8574,9906,10124,14886,8503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Barat,25,1657135,1521571,1486120,23849,16403,12110,6885,15739,9397,11483,4152,12542,11861,7199,13862,13562,8096,14280,14128,13752,12640,13043,13123,8557,9889,10102,14830,8490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Barat,30,1657135,1513864,1478639,23849,16400,12107,6885,15736,9396,11481,4152,12540,11858,7196,13855,13555,8072,14213,14055,13677,12564,12974,13036,8513,9848,10043,14697,8456,11843035,8687195,5090240,11405812,6978807,8450973,3025206,8715298,8390460,5205107,9370277,9427932,5461747,9380976,9184252,8989089,8326215,8594563,8436215,5713166,6784710,6983860,9912927,6090388
Indonesia,Sulawesi Barat,50,1657135,1479045,1433784,23849,16364,12076,6868,15695,9377,11449,4142,12504,11814,7178,13795,13498,7938,13920,13701,13341,12233,12663,12645,8330,9687,9800,14114,8292,11834511,8678573,5084978,11394571,6974037,8441731,3022882,8705267,8377474,5199923,9352780,9410578,5415420,9275813,9051820,8858022,8195179,8469329,8278595,5637953,6721853,6886419,9686674,6024164
Indonesia,Sulawesi Barat,75,1657135,1374201,1326376,23849,16002,11752,6726,15234,9170,11115,4039,12126,11383,6981,13320,13051,7234,12369,12057,11811,10704,11129,10973,7377,8829,8652,12104,7574,11714951,8553966,5024408,11228530,6896779,8303776,2982177,8566224,8218091,5123259,9173487,9238185,5112097,8595837,8302935,8164451,7473002,7733338,7475553,5168269,6314971,6324173,8753229,5685387
Indonesia,Sulawesi Selatan,0,4547457,4547457,4547457,31710,8651,12866,6069,18144,8682,14143,9642,8241,23773,8513,14813,17529,11662,25419,31294,33735,27857,22973,29406,16713,12420,20717,41454,12164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Selatan,10,4547457,3191289,3179908,31710,8549,12781,6013,17956,8617,13990,9570,8171,23532,8440,14510,16304,9336,22159,28776,31456,24872,20189,24267,14766,10641,16878,29370,10052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Selatan,15,4547457,3137704,3106220,31710,8526,12762,6003,17914,8601,13958,9555,8156,23487,8426,14472,16246,9237,21962,28564,31285,24618,19957,23849,14612,10517,16586,28599,9910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Selatan,20,4547457,3105684,3087149,31710,8512,12746,5994,17880,8589,13926,9544,8144,23442,8415,14438,16200,9154,21797,28398,31148,24411,19774,23534,14492,10420,16369,28064,9806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Selatan,25,4547457,3078437,3049786,31710,8498,12738,5989,17858,8580,13909,9535,8138,23413,8408,14413,16170,9099,21700,28298,31061,24281,19655,23313,14407,10357,16218,27632,9729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Sulawesi Selatan,30,4547457,3038092,3012289,31710,8487,12727,5984,17831,8573,13891,9525,8126,23379,8401,14390,16130,9008,21475,28080,30886,24051,19442,22925,14268,10243,15943,26949,9599,5643722,8416685,4144140,11875849,5723537,9030688,6083308,4761796,14107126,5170605,8967364,10535098,5614021,14045258,18521794,19955900,15568084,12319199,14043763,9204426,6864991,10626634,16810527,6390102
Indonesia,Sulawesi Selatan,50,4547457,2862173,2806218,31710,8325,12571,5902,17498,8453,13639,9390,7986,22955,8277,14098,15790,8538,20492,26986,29972,22823,18378,21060,13535,9655,14696,23799,8944,5595876,8365335,4117403,11764054,5684008,8941134,6038426,4712530,13962206,5128569,8864174,10414504,5444181,13668143,18107735,19608589,15058495,11887104,13249111,8896399,6625802,10075285,15446903,6107707
